,model,data,series,metrics,values
2278,model_logistic,val,SMOTE,recall,0.7142857142857143
2279,model_logistic,test,SMOTE,recall,0.625
2280,model_LinearSVC,train,imbalanced,recall,0.8115183246073299
2281,model_LinearSVC,val,imbalanced,recall,0.8181818181818182
2282,model_LinearSVC,test,imbalanced,recall,0.6666666666666666
2283,model_LinearSVC,train,imbalanced,recall,0.7958115183246073
2284,model_LinearSVC,val,imbalanced,recall,0.6818181818181818
2285,model_LinearSVC,test,imbalanced,recall,0.5833333333333334
2286,model_LinearSVC,train,imbalanced,recall,0.8010471204188482
2287,model_LinearSVC,val,imbalanced,recall,0.6818181818181818
2288,model_LinearSVC,test,imbalanced,recall,0.6666666666666666
2289,model_LinearSVC,train,imbalanced,recall,0.8072916666666666
2290,model_LinearSVC,val,imbalanced,recall,0.6190476190476191
2291,model_LinearSVC,test,imbalanced,recall,0.5833333333333334
2292,model_LinearSVC,train,imbalanced,recall,0.8020833333333334
2293,model_LinearSVC,val,imbalanced,recall,0.8095238095238095
2294,model_LinearSVC,test,imbalanced,recall,0.6666666666666666
2295,model_LinearSVC,train,imbalanced,recall,0.8072916666666666
2296,model_LinearSVC,val,imbalanced,recall,0.6666666666666666
2297,model_LinearSVC,test,imbalanced,recall,0.625
2298,model_LinearSVC,train,imbalanced,recall,0.8125
2299,model_LinearSVC,val,imbalanced,recall,0.7619047619047619
2300,model_LinearSVC,test,imbalanced,recall,0.5833333333333334
2301,model_LinearSVC,train,imbalanced,recall,0.8125
2302,model_LinearSVC,val,imbalanced,recall,0.5714285714285714
2303,model_LinearSVC,test,imbalanced,recall,0.625
2304,model_LinearSVC,train,imbalanced,recall,0.796875
2305,model_LinearSVC,val,imbalanced,recall,0.8095238095238095
2306,model_LinearSVC,test,imbalanced,recall,0.625
2307,model_LinearSVC,train,imbalanced,recall,0.8125
2308,model_LinearSVC,val,imbalanced,recall,0.8095238095238095
2309,model_LinearSVC,test,imbalanced,recall,0.625
2310,model_LinearSVC,train,SMOTE,recall,0.8308308308308309
2311,model_LinearSVC,val,SMOTE,recall,0.8181818181818182
2312,model_LinearSVC,test,SMOTE,recall,0.625
2313,model_LinearSVC,train,SMOTE,recall,0.8258258258258259
2314,model_LinearSVC,val,SMOTE,recall,0.6818181818181818
2315,model_LinearSVC,test,SMOTE,recall,0.5833333333333334
2316,model_LinearSVC,train,SMOTE,recall,0.8238238238238238
2317,model_LinearSVC,val,SMOTE,recall,0.6818181818181818
2318,model_LinearSVC,test,SMOTE,recall,0.625
2319,model_LinearSVC,train,SMOTE,recall,0.8248248248248248
2320,model_LinearSVC,val,SMOTE,recall,0.5714285714285714
2321,model_LinearSVC,test,SMOTE,recall,0.5833333333333334
2322,model_LinearSVC,train,SMOTE,recall,0.8288288288288288
2323,model_LinearSVC,val,SMOTE,recall,0.8095238095238095
2324,model_LinearSVC,test,SMOTE,recall,0.7083333333333334
2325,model_LinearSVC,train,SMOTE,recall,0.8358358358358359
2326,model_LinearSVC,val,SMOTE,recall,0.7142857142857143
2327,model_LinearSVC,test,SMOTE,recall,0.625
2328,model_LinearSVC,train,SMOTE,recall,0.8358358358358359
2329,model_LinearSVC,val,SMOTE,recall,0.7619047619047619
2330,model_LinearSVC,test,SMOTE,recall,0.6666666666666666
2331,model_LinearSVC,train,SMOTE,recall,0.8428428428428428
2332,model_LinearSVC,val,SMOTE,recall,0.5238095238095238
2333,model_LinearSVC,test,SMOTE,recall,0.6666666666666666
2334,model_LinearSVC,train,SMOTE,recall,0.8258258258258259
2335,model_LinearSVC,val,SMOTE,recall,0.8095238095238095
2336,model_LinearSVC,test,SMOTE,recall,0.6666666666666666
2337,model_LinearSVC,train,SMOTE,recall,0.8398398398398398
2338,model_LinearSVC,val,SMOTE,recall,0.6666666666666666
2339,model_LinearSVC,test,SMOTE,recall,0.5833333333333334
2340,model_SVC,train,imbalanced,recall,0.8586387434554974
2341,model_SVC,val,imbalanced,recall,0.6363636363636364
2342,model_SVC,test,imbalanced,recall,0.5416666666666666
2343,model_SVC,train,imbalanced,recall,0.8691099476439791
2344,model_SVC,val,imbalanced,recall,0.6818181818181818
2345,model_SVC,test,imbalanced,recall,0.5416666666666666
2346,model_SVC,train,imbalanced,recall,0.8743455497382199
2347,model_SVC,val,imbalanced,recall,0.6818181818181818
2348,model_SVC,test,imbalanced,recall,0.5833333333333334
2349,model_SVC,train,imbalanced,recall,0.875
2350,model_SVC,val,imbalanced,recall,0.6190476190476191
2351,model_SVC,test,imbalanced,recall,0.5
2352,model_SVC,train,imbalanced,recall,0.859375
2353,model_SVC,val,imbalanced,recall,0.7619047619047619
2354,model_SVC,test,imbalanced,recall,0.5416666666666666
2355,model_SVC,train,imbalanced,recall,0.8697916666666666
2356,model_SVC,val,imbalanced,recall,0.6190476190476191
2357,model_SVC,test,imbalanced,recall,0.5
2358,model_SVC,train,imbalanced,recall,0.8489583333333334
2359,model_SVC,val,imbalanced,recall,0.8095238095238095
2360,model_SVC,test,imbalanced,recall,0.5
2361,model_SVC,train,imbalanced,recall,0.8645833333333334
2362,model_SVC,val,imbalanced,recall,0.6666666666666666
2363,model_SVC,test,imbalanced,recall,0.5416666666666666
2364,model_SVC,train,imbalanced,recall,0.875
2365,model_SVC,val,imbalanced,recall,0.7142857142857143
2366,model_SVC,test,imbalanced,recall,0.5416666666666666
2367,model_SVC,train,imbalanced,recall,0.8802083333333334
2368,model_SVC,val,imbalanced,recall,0.6666666666666666
2369,model_SVC,test,imbalanced,recall,0.5
2370,model_SVC,train,SMOTE,recall,1.0
2371,model_SVC,val,SMOTE,recall,0.0
2372,model_SVC,test,SMOTE,recall,0.0
2373,model_SVC,train,SMOTE,recall,1.0
2374,model_SVC,val,SMOTE,recall,0.045454545454545456
2375,model_SVC,test,SMOTE,recall,0.0
2376,model_SVC,train,SMOTE,recall,0.998998998998999
2377,model_SVC,val,SMOTE,recall,0.09090909090909091
2378,model_SVC,test,SMOTE,recall,0.0
2379,model_SVC,train,SMOTE,recall,1.0
2380,model_SVC,val,SMOTE,recall,0.0
2381,model_SVC,test,SMOTE,recall,0.0
2382,model_SVC,train,SMOTE,recall,1.0
2383,model_SVC,val,SMOTE,recall,0.09523809523809523
2384,model_SVC,test,SMOTE,recall,0.0
2385,model_SVC,train,SMOTE,recall,1.0
2386,model_SVC,val,SMOTE,recall,0.09523809523809523
2387,model_SVC,test,SMOTE,recall,0.0
2388,model_SVC,train,SMOTE,recall,0.998998998998999
2389,model_SVC,val,SMOTE,recall,0.0
2390,model_SVC,test,SMOTE,recall,0.0
2391,model_SVC,train,SMOTE,recall,0.998998998998999
2392,model_SVC,val,SMOTE,recall,0.0
2393,model_SVC,test,SMOTE,recall,0.0
2394,model_SVC,train,SMOTE,recall,1.0
2395,model_SVC,val,SMOTE,recall,0.09523809523809523
2396,model_SVC,test,SMOTE,recall,0.0
2397,model_SVC,train,SMOTE,recall,1.0
2398,model_SVC,val,SMOTE,recall,0.0
2399,model_SVC,test,SMOTE,recall,0.0
2400,model_RandomForest,train,imbalanced,recall,0.837696335078534
2401,model_RandomForest,val,imbalanced,recall,0.22727272727272727
2402,model_RandomForest,test,imbalanced,recall,0.16666666666666666
2403,model_RandomForest,train,imbalanced,recall,0.8481675392670157
2404,model_RandomForest,val,imbalanced,recall,0.5
2405,model_RandomForest,test,imbalanced,recall,0.25
2406,model_RandomForest,train,imbalanced,recall,0.8272251308900523
2407,model_RandomForest,val,imbalanced,recall,0.45454545454545453
2408,model_RandomForest,test,imbalanced,recall,0.20833333333333334
2409,model_RandomForest,train,imbalanced,recall,0.8333333333333334
2410,model_RandomForest,val,imbalanced,recall,0.42857142857142855
2411,model_RandomForest,test,imbalanced,recall,0.20833333333333334
2412,model_RandomForest,train,imbalanced,recall,0.8072916666666666
2413,model_RandomForest,val,imbalanced,recall,0.5238095238095238
2414,model_RandomForest,test,imbalanced,recall,0.20833333333333334
2415,model_RandomForest,train,imbalanced,recall,0.8333333333333334
2416,model_RandomForest,val,imbalanced,recall,0.42857142857142855
2417,model_RandomForest,test,imbalanced,recall,0.20833333333333334
2418,model_RandomForest,train,imbalanced,recall,0.8541666666666666
2419,model_RandomForest,val,imbalanced,recall,0.5714285714285714
2420,model_RandomForest,test,imbalanced,recall,0.16666666666666666
2421,model_RandomForest,train,imbalanced,recall,0.84375
2422,model_RandomForest,val,imbalanced,recall,0.2857142857142857
2423,model_RandomForest,test,imbalanced,recall,0.16666666666666666
2424,model_RandomForest,train,imbalanced,recall,0.8229166666666666
2425,model_RandomForest,val,imbalanced,recall,0.5714285714285714
2426,model_RandomForest,test,imbalanced,recall,0.20833333333333334
2427,model_RandomForest,train,imbalanced,recall,0.8333333333333334
2428,model_RandomForest,val,imbalanced,recall,0.5238095238095238
2429,model_RandomForest,test,imbalanced,recall,0.125
2430,model_RandomForest,train,SMOTE,recall,0.986986986986987
2431,model_RandomForest,val,SMOTE,recall,0.18181818181818182
2432,model_RandomForest,test,SMOTE,recall,0.125
2433,model_RandomForest,train,SMOTE,recall,0.986986986986987
2434,model_RandomForest,val,SMOTE,recall,0.22727272727272727
2435,model_RandomForest,test,SMOTE,recall,0.08333333333333333
2436,model_RandomForest,train,SMOTE,recall,0.985985985985986
2437,model_RandomForest,val,SMOTE,recall,0.36363636363636365
2438,model_RandomForest,test,SMOTE,recall,0.125
2439,model_RandomForest,train,SMOTE,recall,0.988988988988989
2440,model_RandomForest,val,SMOTE,recall,0.3333333333333333
2441,model_RandomForest,test,SMOTE,recall,0.08333333333333333
2442,model_RandomForest,train,SMOTE,recall,0.987987987987988
2443,model_RandomForest,val,SMOTE,recall,0.2857142857142857
2444,model_RandomForest,test,SMOTE,recall,0.125
2445,model_RandomForest,train,SMOTE,recall,0.986986986986987
2446,model_RandomForest,val,SMOTE,recall,0.23809523809523808
2447,model_RandomForest,test,SMOTE,recall,0.125
2448,model_RandomForest,train,SMOTE,recall,0.991991991991992
2449,model_RandomForest,val,SMOTE,recall,0.23809523809523808
2450,model_RandomForest,test,SMOTE,recall,0.125
2451,model_RandomForest,train,SMOTE,recall,0.985985985985986
2452,model_RandomForest,val,SMOTE,recall,0.14285714285714285
2453,model_RandomForest,test,SMOTE,recall,0.125
2454,model_RandomForest,train,SMOTE,recall,0.985985985985986
2455,model_RandomForest,val,SMOTE,recall,0.38095238095238093
2456,model_RandomForest,test,SMOTE,recall,0.125
2457,model_RandomForest,train,SMOTE,recall,0.98998998998999
2458,model_RandomForest,val,SMOTE,recall,0.19047619047619047
2459,model_RandomForest,test,SMOTE,recall,0.08333333333333333
2460,NN_weighted,train,imbalanced,recall,0.671875
2461,NN_weighted,val,imbalanced,recall,0.9047619047619048
2462,NN_weighted,test,imbalanced,recall,0.5
2463,NN_weighted,train,imbalanced,recall,1.0
2464,NN_weighted,val,imbalanced,recall,0.7619047619047619
2465,NN_weighted,test,imbalanced,recall,0.625
2466,NN_weighted,train,imbalanced,recall,0.3697916666666667
2467,NN_weighted,val,imbalanced,recall,0.6666666666666666
2468,NN_weighted,test,imbalanced,recall,0.5
2469,NN_weighted,train,imbalanced,recall,0.0
2470,NN_weighted,val,imbalanced,recall,0.6666666666666666
2471,NN_weighted,test,imbalanced,recall,0.4166666666666667
2472,NN_weighted,train,imbalanced,recall,0.0
2473,NN_weighted,val,imbalanced,recall,0.6666666666666666
2474,NN_weighted,test,imbalanced,recall,0.4583333333333333
2475,NN_weighted,train,imbalanced,recall,1.0
2476,NN_weighted,val,imbalanced,recall,0.8095238095238095
2477,NN_weighted,test,imbalanced,recall,0.5
2478,NN_weighted,train,imbalanced,recall,0.328125
2479,NN_weighted,val,imbalanced,recall,0.7619047619047619
2480,NN_weighted,test,imbalanced,recall,0.4583333333333333
2481,NN_weighted,train,imbalanced,recall,0.984375
2482,NN_weighted,val,imbalanced,recall,0.8095238095238095
2483,NN_weighted,test,imbalanced,recall,0.4583333333333333
2484,NN_weighted,train,imbalanced,recall,1.0
2485,NN_weighted,val,imbalanced,recall,0.8095238095238095
2486,NN_weighted,test,imbalanced,recall,0.5833333333333334
2487,NN_weighted,train,imbalanced,recall,0.9947916666666666
2488,NN_weighted,val,imbalanced,recall,0.6666666666666666
2489,NN_weighted,test,imbalanced,recall,0.625
2490,NN_weighted,train,SMOTE,recall,0.7287287287287287
2491,NN_weighted,val,SMOTE,recall,0.6818181818181818
2492,NN_weighted,test,SMOTE,recall,0.5416666666666666
2493,NN_weighted,train,SMOTE,recall,0.7857857857857858
2494,NN_weighted,val,SMOTE,recall,0.6818181818181818
2495,NN_weighted,test,SMOTE,recall,0.5833333333333334
2496,NN_weighted,train,SMOTE,recall,0.05305305305305305
2497,NN_weighted,val,SMOTE,recall,0.13636363636363635
2498,NN_weighted,test,SMOTE,recall,0.08333333333333333
2499,NN_weighted,train,SMOTE,recall,0.7657657657657657
2500,NN_weighted,val,SMOTE,recall,0.5238095238095238
2501,NN_weighted,test,SMOTE,recall,0.375
2502,NN_weighted,train,SMOTE,recall,0.15415415415415415
2503,NN_weighted,val,SMOTE,recall,0.09523809523809523
2504,NN_weighted,test,SMOTE,recall,0.25
2505,NN_weighted,train,SMOTE,recall,0.7987987987987988
2506,NN_weighted,val,SMOTE,recall,0.6190476190476191
2507,NN_weighted,test,SMOTE,recall,0.625
2508,NN_weighted,train,SMOTE,recall,0.04604604604604605
2509,NN_weighted,val,SMOTE,recall,0.047619047619047616
2510,NN_weighted,test,SMOTE,recall,0.041666666666666664
2511,NN_weighted,train,SMOTE,recall,0.8378378378378378
2512,NN_weighted,val,SMOTE,recall,0.6190476190476191
2513,NN_weighted,test,SMOTE,recall,0.5833333333333334
2514,NN_weighted,train,SMOTE,recall,0.5935935935935935
2515,NN_weighted,val,SMOTE,recall,0.7142857142857143
2516,NN_weighted,test,SMOTE,recall,0.5
2517,NN_weighted,train,SMOTE,recall,0.6926926926926927
2518,NN_weighted,val,SMOTE,recall,0.5714285714285714
2519,NN_weighted,test,SMOTE,recall,0.5
2520,model_XGB,train,imbalanced,pr_auc,0.9999999999999996
2521,model_XGB,val,imbalanced,pr_auc,0.4498889757743802
2522,model_XGB,test,imbalanced,pr_auc,0.4476845306786951
2523,model_XGB,train,imbalanced,pr_auc,0.9999999999999996
2524,model_XGB,val,imbalanced,pr_auc,0.5764214666115799
2525,model_XGB,test,imbalanced,pr_auc,0.4791894411913075
2526,model_XGB,train,imbalanced,pr_auc,0.9999999999999996
2527,model_XGB,val,imbalanced,pr_auc,0.6041357425528675
2528,model_XGB,test,imbalanced,pr_auc,0.4569504153367655
2529,model_XGB,train,imbalanced,pr_auc,1.0
2530,model_XGB,val,imbalanced,pr_auc,0.5781947698420797
2531,model_XGB,test,imbalanced,pr_auc,0.47480718345953704
2532,model_XGB,train,imbalanced,pr_auc,1.0
2533,model_XGB,val,imbalanced,pr_auc,0.6325801064667287
2534,model_XGB,test,imbalanced,pr_auc,0.4863697361297256
2535,model_XGB,train,imbalanced,pr_auc,1.0
2536,model_XGB,val,imbalanced,pr_auc,0.49087733545752
2537,model_XGB,test,imbalanced,pr_auc,0.40779322461670403
2538,model_XGB,train,imbalanced,pr_auc,1.0
2539,model_XGB,val,imbalanced,pr_auc,0.682934587092389
2540,model_XGB,test,imbalanced,pr_auc,0.41414643961743336
2541,model_XGB,train,imbalanced,pr_auc,1.0
2542,model_XGB,val,imbalanced,pr_auc,0.46221597648048807
2543,model_XGB,test,imbalanced,pr_auc,0.39690925517757786
2544,model_XGB,train,imbalanced,pr_auc,1.0
2545,model_XGB,val,imbalanced,pr_auc,0.5661442449146843
2546,model_XGB,test,imbalanced,pr_auc,0.39958069865463697
2547,model_XGB,train,imbalanced,pr_auc,1.0
2548,model_XGB,val,imbalanced,pr_auc,0.3575388412819428
2549,model_XGB,test,imbalanced,pr_auc,0.42389412850446256
2550,model_XGB,train,SMOTE,pr_auc,1.0
2551,model_XGB,val,SMOTE,pr_auc,0.3625995742367803
2552,model_XGB,test,SMOTE,pr_auc,0.47488682289222783
2553,model_XGB,train,SMOTE,pr_auc,1.0
2554,model_XGB,val,SMOTE,pr_auc,0.5038249157063767
2555,model_XGB,test,SMOTE,pr_auc,0.4933421037438131
2556,model_XGB,train,SMOTE,pr_auc,1.0
2557,model_XGB,val,SMOTE,pr_auc,0.3772972869675135
2558,model_XGB,test,SMOTE,pr_auc,0.4826215602650063
2559,model_XGB,train,SMOTE,pr_auc,1.0
2560,model_XGB,val,SMOTE,pr_auc,0.30346371196048905
2561,model_XGB,test,SMOTE,pr_auc,0.4796103650701846
2562,model_XGB,train,SMOTE,pr_auc,1.0
2563,model_XGB,val,SMOTE,pr_auc,0.43328556046031597
2564,model_XGB,test,SMOTE,pr_auc,0.531644001008358
2565,model_XGB,train,SMOTE,pr_auc,1.0
2566,model_XGB,val,SMOTE,pr_auc,0.3301820626100564
2567,model_XGB,test,SMOTE,pr_auc,0.514474887977161
2568,model_XGB,train,SMOTE,pr_auc,1.0
2569,model_XGB,val,SMOTE,pr_auc,0.5560373333030657
2570,model_XGB,test,SMOTE,pr_auc,0.4784530969904962
2571,model_XGB,train,SMOTE,pr_auc,1.0
2572,model_XGB,val,SMOTE,pr_auc,0.44550455066213207
2573,model_XGB,test,SMOTE,pr_auc,0.42655043215506255
2574,model_XGB,train,SMOTE,pr_auc,1.0
2575,model_XGB,val,SMOTE,pr_auc,0.385585673103581
2576,model_XGB,test,SMOTE,pr_auc,0.45197747533827615
2577,model_XGB,train,SMOTE,pr_auc,1.0
2578,model_XGB,val,SMOTE,pr_auc,0.33890481910181036
2579,model_XGB,test,SMOTE,pr_auc,0.443875601756804
2580,model_logistic,train,imbalanced,pr_auc,0.6377050031907058
2581,model_logistic,val,imbalanced,pr_auc,0.5928229192697849
2582,model_logistic,test,imbalanced,pr_auc,0.4520871899036035
2583,model_logistic,train,imbalanced,pr_auc,0.6477671528513783
2584,model_logistic,val,imbalanced,pr_auc,0.6382490471115507
2585,model_logistic,test,imbalanced,pr_auc,0.4719280585645604
2586,model_logistic,train,imbalanced,pr_auc,0.6368836567073368
2587,model_logistic,val,imbalanced,pr_auc,0.6095840964702224
2588,model_logistic,test,imbalanced,pr_auc,0.5119144582434981
2589,model_logistic,train,imbalanced,pr_auc,0.6295570256964972
2590,model_logistic,val,imbalanced,pr_auc,0.5075687293252533
2591,model_logistic,test,imbalanced,pr_auc,0.45239373040382563
2592,model_logistic,train,imbalanced,pr_auc,0.6203160067026264
2593,model_logistic,val,imbalanced,pr_auc,0.7194935314568909
2594,model_logistic,test,imbalanced,pr_auc,0.47778662647012254
2595,model_logistic,train,imbalanced,pr_auc,0.6713540071838363
2596,model_logistic,val,imbalanced,pr_auc,0.5103130079990821
2597,model_logistic,test,imbalanced,pr_auc,0.44292772307892775
2598,model_logistic,train,imbalanced,pr_auc,0.6433779416513258
2599,model_logistic,val,imbalanced,pr_auc,0.643498174196125
2600,model_logistic,test,imbalanced,pr_auc,0.45184445951484087
2601,model_logistic,train,imbalanced,pr_auc,0.6614804598873606
2602,model_logistic,val,imbalanced,pr_auc,0.4532149559888623
2603,model_logistic,test,imbalanced,pr_auc,0.46150651718753355
2604,model_logistic,train,imbalanced,pr_auc,0.6330477766295008
2605,model_logistic,val,imbalanced,pr_auc,0.6888451265620625
2606,model_logistic,test,imbalanced,pr_auc,0.43197975770976627
2607,model_logistic,train,imbalanced,pr_auc,0.6512588006701439
2608,model_logistic,val,imbalanced,pr_auc,0.4528048783397842
2609,model_logistic,test,imbalanced,pr_auc,0.4711454560550955
2610,model_logistic,train,SMOTE,pr_auc,0.8725547124212194
2611,model_logistic,val,SMOTE,pr_auc,0.6446749555697517
2612,model_logistic,test,SMOTE,pr_auc,0.4711454560550955
2613,model_logistic,train,SMOTE,pr_auc,0.869042311335302
2614,model_logistic,val,SMOTE,pr_auc,0.675059759215586
2615,model_logistic,test,SMOTE,pr_auc,0.4711454560550955
2616,model_logistic,train,SMOTE,pr_auc,0.8684970996234327
2617,model_logistic,val,SMOTE,pr_auc,0.7144001306831398
2618,model_logistic,test,SMOTE,pr_auc,0.4711454560550955
2619,model_logistic,train,SMOTE,pr_auc,0.8767751898405151
2620,model_logistic,val,SMOTE,pr_auc,0.5666928605435584
2621,model_logistic,test,SMOTE,pr_auc,0.4711454560550955
2622,model_logistic,train,SMOTE,pr_auc,0.868072414635813
2623,model_logistic,val,SMOTE,pr_auc,0.7475854420360979
2624,model_logistic,test,SMOTE,pr_auc,0.4711454560550955
2625,model_logistic,train,SMOTE,pr_auc,0.8834786819663769
2626,model_logistic,val,SMOTE,pr_auc,0.5792443051083072
2627,model_logistic,test,SMOTE,pr_auc,0.4711454560550955
2628,model_logistic,train,SMOTE,pr_auc,0.8740652779762712
2629,model_logistic,val,SMOTE,pr_auc,0.6662328412444043
2630,model_logistic,test,SMOTE,pr_auc,0.4711454560550955
2631,model_logistic,train,SMOTE,pr_auc,0.8809920280023165
2632,model_logistic,val,SMOTE,pr_auc,0.5131025381703721
2633,model_logistic,test,SMOTE,pr_auc,0.4711454560550955
2634,model_logistic,train,SMOTE,pr_auc,0.8677344015389514
2635,model_logistic,val,SMOTE,pr_auc,0.7201713018501095
2636,model_logistic,test,SMOTE,pr_auc,0.4711454560550955
2637,model_logistic,train,SMOTE,pr_auc,0.8800599200891837
2638,model_logistic,val,SMOTE,pr_auc,0.4743722461330223
2639,model_logistic,test,SMOTE,pr_auc,0.4711454560550955
2640,model_LinearSVC,train,imbalanced,pr_auc,0.6407793213212065
2641,model_LinearSVC,val,imbalanced,pr_auc,0.5832872669661716
2642,model_LinearSVC,test,imbalanced,pr_auc,0.45209414684937904
2643,model_LinearSVC,train,imbalanced,pr_auc,0.6541559750130377
2644,model_LinearSVC,val,imbalanced,pr_auc,0.6365201486397896
2645,model_LinearSVC,test,imbalanced,pr_auc,0.4905735692927187
2646,model_LinearSVC,train,imbalanced,pr_auc,0.6445288310871831
2647,model_LinearSVC,val,imbalanced,pr_auc,0.6155226825311162
2648,model_LinearSVC,test,imbalanced,pr_auc,0.52826357098634
2649,model_LinearSVC,train,imbalanced,pr_auc,0.636052454742226
2650,model_LinearSVC,val,imbalanced,pr_auc,0.5203306722299199
2651,model_LinearSVC,test,imbalanced,pr_auc,0.46767154524412424
2652,model_LinearSVC,train,imbalanced,pr_auc,0.6235259073248184
2653,model_LinearSVC,val,imbalanced,pr_auc,0.7336139230084404
2654,model_LinearSVC,test,imbalanced,pr_auc,0.49215495594825576
2655,model_LinearSVC,train,imbalanced,pr_auc,0.6764776653204914
2656,model_LinearSVC,val,imbalanced,pr_auc,0.5137751112138025
2657,model_LinearSVC,test,imbalanced,pr_auc,0.4689808321287352
2658,model_LinearSVC,train,imbalanced,pr_auc,0.6473316465507953
2659,model_LinearSVC,val,imbalanced,pr_auc,0.655207114925086
2660,model_LinearSVC,test,imbalanced,pr_auc,0.46789746948316413
2661,model_LinearSVC,train,imbalanced,pr_auc,0.6670327899556575
2662,model_LinearSVC,val,imbalanced,pr_auc,0.44431294847541897
2663,model_LinearSVC,test,imbalanced,pr_auc,0.46019603541817866
2664,model_LinearSVC,train,imbalanced,pr_auc,0.6400926400025438
2665,model_LinearSVC,val,imbalanced,pr_auc,0.686421321930458
2666,model_LinearSVC,test,imbalanced,pr_auc,0.44016594318671126
2667,model_LinearSVC,train,imbalanced,pr_auc,0.657235375064519
2668,model_LinearSVC,val,imbalanced,pr_auc,0.4461106451288524
2669,model_LinearSVC,test,imbalanced,pr_auc,0.47340637639348476
2670,model_LinearSVC,train,SMOTE,pr_auc,0.8782669495331489
2671,model_LinearSVC,val,SMOTE,pr_auc,0.62718058438189
2672,model_LinearSVC,test,SMOTE,pr_auc,0.48688136040218744
2673,model_LinearSVC,train,SMOTE,pr_auc,0.8823511035673315
2674,model_LinearSVC,val,SMOTE,pr_auc,0.6249746631772038
2675,model_LinearSVC,test,SMOTE,pr_auc,0.5022067518986801
2676,model_LinearSVC,train,SMOTE,pr_auc,0.8809192421172787
2677,model_LinearSVC,val,SMOTE,pr_auc,0.5924189533141333
2678,model_LinearSVC,test,SMOTE,pr_auc,0.5449566509790694
2679,model_LinearSVC,train,SMOTE,pr_auc,0.8786091423886346
2680,model_LinearSVC,val,SMOTE,pr_auc,0.5054657420466735
2681,model_LinearSVC,test,SMOTE,pr_auc,0.4499958236599065
2682,model_LinearSVC,train,SMOTE,pr_auc,0.8728089028312832
2683,model_LinearSVC,val,SMOTE,pr_auc,0.734860202805427
2684,model_LinearSVC,test,SMOTE,pr_auc,0.496360125042602
2685,model_LinearSVC,train,SMOTE,pr_auc,0.9018980278547855
2686,model_LinearSVC,val,SMOTE,pr_auc,0.5215336435712076
2687,model_LinearSVC,test,SMOTE,pr_auc,0.4753761917323113
2688,model_LinearSVC,train,SMOTE,pr_auc,0.8848290777699828
2689,model_LinearSVC,val,SMOTE,pr_auc,0.6074865041494313
2690,model_LinearSVC,test,SMOTE,pr_auc,0.48368208798500306
2691,model_LinearSVC,train,SMOTE,pr_auc,0.8901301709378286
2692,model_LinearSVC,val,SMOTE,pr_auc,0.4459363427598064
2693,model_LinearSVC,test,SMOTE,pr_auc,0.4602512560552507
2694,model_LinearSVC,train,SMOTE,pr_auc,0.8768576930480969
2695,model_LinearSVC,val,SMOTE,pr_auc,0.7141561783617354
2696,model_LinearSVC,test,SMOTE,pr_auc,0.4516040563346396
2697,model_LinearSVC,train,SMOTE,pr_auc,0.8834039037612669
2698,model_LinearSVC,val,SMOTE,pr_auc,0.438758798956653
2699,model_LinearSVC,test,SMOTE,pr_auc,0.4983311412508864
2700,model_SVC,train,imbalanced,pr_auc,0.7812868064898194
2701,model_SVC,val,imbalanced,pr_auc,0.4440571840549559
2702,model_SVC,test,imbalanced,pr_auc,0.4227017676407876
2703,model_SVC,train,imbalanced,pr_auc,0.7770922723573307
2704,model_SVC,val,imbalanced,pr_auc,0.5449587948986454
2705,model_SVC,test,imbalanced,pr_auc,0.45882960915958687
2706,model_SVC,train,imbalanced,pr_auc,0.7659761872329346
2707,model_SVC,val,imbalanced,pr_auc,0.6327237023621177
2708,model_SVC,test,imbalanced,pr_auc,0.4350587178083816
2709,model_SVC,train,imbalanced,pr_auc,0.7667857854461481
2710,model_SVC,val,imbalanced,pr_auc,0.569407062534655
2711,model_SVC,test,imbalanced,pr_auc,0.4668108932379596
2712,model_SVC,train,imbalanced,pr_auc,0.7825532593963259
2713,model_SVC,val,imbalanced,pr_auc,0.6245353360092352
2714,model_SVC,test,imbalanced,pr_auc,0.4638529427344352
2715,model_SVC,train,imbalanced,pr_auc,0.7774209531340869
2716,model_SVC,val,imbalanced,pr_auc,0.590741929032029
2717,model_SVC,test,imbalanced,pr_auc,0.4205771140304549
2718,model_SVC,train,imbalanced,pr_auc,0.768469090903598
2719,model_SVC,val,imbalanced,pr_auc,0.6965960496343291
2720,model_SVC,test,imbalanced,pr_auc,0.4327343257561202
2721,model_SVC,train,imbalanced,pr_auc,0.7904622580527167
2722,model_SVC,val,imbalanced,pr_auc,0.5000682550854745
2723,model_SVC,test,imbalanced,pr_auc,0.42655704859688964
2724,model_SVC,train,imbalanced,pr_auc,0.7695496999012683
2725,model_SVC,val,imbalanced,pr_auc,0.6649474912943418
2726,model_SVC,test,imbalanced,pr_auc,0.4522743810142093
2727,model_SVC,train,imbalanced,pr_auc,0.786436749695497
2728,model_SVC,val,imbalanced,pr_auc,0.38906328379240807
2729,model_SVC,test,imbalanced,pr_auc,0.443207396572558
2730,model_SVC,train,SMOTE,pr_auc,1.0
2731,model_SVC,val,SMOTE,pr_auc,0.2930842138090407
2732,model_SVC,test,SMOTE,pr_auc,0.2543868579202193
2733,model_SVC,train,SMOTE,pr_auc,1.0
2734,model_SVC,val,SMOTE,pr_auc,0.36815112483348134
