,model,data,series,metrics,values
1781,NN_weighted,test,SMOTE,bal_acc,0.6224593495934959
1782,NN_weighted,train,SMOTE,bal_acc,0.5415415415415415
1783,NN_weighted,val,SMOTE,bal_acc,0.4980694980694981
1784,NN_weighted,test,SMOTE,bal_acc,0.5721544715447154
1785,NN_weighted,train,SMOTE,bal_acc,0.8113113113113113
1786,NN_weighted,val,SMOTE,bal_acc,0.7059202059202059
1787,NN_weighted,test,SMOTE,bal_acc,0.7190040650406504
1788,NN_weighted,train,SMOTE,bal_acc,0.5135135135135135
1789,NN_weighted,val,SMOTE,bal_acc,0.5193050193050193
1790,NN_weighted,test,SMOTE,bal_acc,0.5086382113821138
1791,NN_weighted,train,SMOTE,bal_acc,0.8298298298298299
1792,NN_weighted,val,SMOTE,bal_acc,0.6924066924066924
1793,NN_weighted,test,SMOTE,bal_acc,0.7063008130081301
1794,NN_weighted,train,SMOTE,bal_acc,0.7137137137137137
1795,NN_weighted,val,SMOTE,bal_acc,0.7355212355212355
1796,NN_weighted,test,SMOTE,bal_acc,0.6443089430894309
1797,NN_weighted,train,SMOTE,bal_acc,0.7682682682682682
1798,NN_weighted,val,SMOTE,bal_acc,0.7136422136422136
1799,NN_weighted,test,SMOTE,bal_acc,0.6849593495934959
1800,model_XGB,train,imbalanced,prec,1.0
1801,model_XGB,val,imbalanced,prec,0.5555555555555556
1802,model_XGB,test,imbalanced,prec,0.8
1803,model_XGB,train,imbalanced,prec,1.0
1804,model_XGB,val,imbalanced,prec,0.8888888888888888
1805,model_XGB,test,imbalanced,prec,0.5
1806,model_XGB,train,imbalanced,prec,1.0
1807,model_XGB,val,imbalanced,prec,0.6666666666666666
1808,model_XGB,test,imbalanced,prec,0.625
1809,model_XGB,train,imbalanced,prec,1.0
1810,model_XGB,val,imbalanced,prec,0.7777777777777778
1811,model_XGB,test,imbalanced,prec,0.8
1812,model_XGB,train,imbalanced,prec,1.0
1813,model_XGB,val,imbalanced,prec,0.6666666666666666
1814,model_XGB,test,imbalanced,prec,0.6666666666666666
1815,model_XGB,train,imbalanced,prec,1.0
1816,model_XGB,val,imbalanced,prec,0.75
1817,model_XGB,test,imbalanced,prec,0.5714285714285714
1818,model_XGB,train,imbalanced,prec,1.0
1819,model_XGB,val,imbalanced,prec,0.7777777777777778
1820,model_XGB,test,imbalanced,prec,0.6666666666666666
1821,model_XGB,train,imbalanced,prec,1.0
1822,model_XGB,val,imbalanced,prec,0.3
1823,model_XGB,test,imbalanced,prec,0.6
1824,model_XGB,train,imbalanced,prec,1.0
1825,model_XGB,val,imbalanced,prec,0.7777777777777778
1826,model_XGB,test,imbalanced,prec,0.5714285714285714
1827,model_XGB,train,imbalanced,prec,1.0
1828,model_XGB,val,imbalanced,prec,0.45454545454545453
1829,model_XGB,test,imbalanced,prec,0.5714285714285714
1830,model_XGB,train,SMOTE,prec,1.0
1831,model_XGB,val,SMOTE,prec,0.0
1832,model_XGB,test,SMOTE,prec,0.6666666666666666
1833,model_XGB,train,SMOTE,prec,1.0
1834,model_XGB,val,SMOTE,prec,0.0
1835,model_XGB,test,SMOTE,prec,0.6666666666666666
1836,model_XGB,train,SMOTE,prec,1.0
1837,model_XGB,val,SMOTE,prec,0.0
1838,model_XGB,test,SMOTE,prec,0.75
1839,model_XGB,train,SMOTE,prec,1.0
1840,model_XGB,val,SMOTE,prec,0.0
1841,model_XGB,test,SMOTE,prec,0.6666666666666666
1842,model_XGB,train,SMOTE,prec,1.0
1843,model_XGB,val,SMOTE,prec,0.0
1844,model_XGB,test,SMOTE,prec,0.8333333333333334
1845,model_XGB,train,SMOTE,prec,1.0
1846,model_XGB,val,SMOTE,prec,0.0
1847,model_XGB,test,SMOTE,prec,0.8
1848,model_XGB,train,SMOTE,prec,1.0
1849,model_XGB,val,SMOTE,prec,0.0
1850,model_XGB,test,SMOTE,prec,0.8
1851,model_XGB,train,SMOTE,prec,1.0
1852,model_XGB,val,SMOTE,prec,0.0
1853,model_XGB,test,SMOTE,prec,0.7142857142857143
1854,model_XGB,train,SMOTE,prec,1.0
1855,model_XGB,val,SMOTE,prec,0.0
1856,model_XGB,test,SMOTE,prec,0.7142857142857143
1857,model_XGB,train,SMOTE,prec,1.0
1858,model_XGB,val,SMOTE,prec,0.0
1859,model_XGB,test,SMOTE,prec,0.4
1860,model_logistic,train,imbalanced,prec,0.42473118279569894
1861,model_logistic,val,imbalanced,prec,0.4186046511627907
1862,model_logistic,test,imbalanced,prec,0.4166666666666667
1863,model_logistic,train,imbalanced,prec,0.4021164021164021
1864,model_logistic,val,imbalanced,prec,0.3902439024390244
1865,model_logistic,test,imbalanced,prec,0.42424242424242425
1866,model_logistic,train,imbalanced,prec,0.4005235602094241
1867,model_logistic,val,imbalanced,prec,0.35714285714285715
1868,model_logistic,test,imbalanced,prec,0.3783783783783784
1869,model_logistic,train,imbalanced,prec,0.39641943734015345
1870,model_logistic,val,imbalanced,prec,0.3333333333333333
1871,model_logistic,test,imbalanced,prec,0.358974358974359
1872,model_logistic,train,imbalanced,prec,0.3943298969072165
1873,model_logistic,val,imbalanced,prec,0.3953488372093023
1874,model_logistic,test,imbalanced,prec,0.4358974358974359
1875,model_logistic,train,imbalanced,prec,0.40848806366047746
1876,model_logistic,val,imbalanced,prec,0.3783783783783784
1877,model_logistic,test,imbalanced,prec,0.375
1878,model_logistic,train,imbalanced,prec,0.3974358974358974
1879,model_logistic,val,imbalanced,prec,0.38095238095238093
1880,model_logistic,test,imbalanced,prec,0.375
1881,model_logistic,train,imbalanced,prec,0.42133333333333334
1882,model_logistic,val,imbalanced,prec,0.3333333333333333
1883,model_logistic,test,imbalanced,prec,0.4
1884,model_logistic,train,imbalanced,prec,0.39947780678851175
1885,model_logistic,val,imbalanced,prec,0.3269230769230769
1886,model_logistic,test,imbalanced,prec,0.38461538461538464
1887,model_logistic,train,imbalanced,prec,0.402088772845953
1888,model_logistic,val,imbalanced,prec,0.40476190476190477
1889,model_logistic,test,imbalanced,prec,0.39473684210526316
1890,model_logistic,train,SMOTE,prec,0.7861811391223156
1891,model_logistic,val,SMOTE,prec,0.4594594594594595
1892,model_logistic,test,SMOTE,prec,0.39473684210526316
1893,model_logistic,train,SMOTE,prec,0.784037558685446
1894,model_logistic,val,SMOTE,prec,0.4358974358974359
1895,model_logistic,test,SMOTE,prec,0.39473684210526316
1896,model_logistic,train,SMOTE,prec,0.7842951750236519
1897,model_logistic,val,SMOTE,prec,0.46511627906976744
1898,model_logistic,test,SMOTE,prec,0.39473684210526316
1899,model_logistic,train,SMOTE,prec,0.7798861480075902
1900,model_logistic,val,SMOTE,prec,0.4666666666666667
1901,model_logistic,test,SMOTE,prec,0.39473684210526316
1902,model_logistic,train,SMOTE,prec,0.7858490566037736
1903,model_logistic,val,SMOTE,prec,0.425
1904,model_logistic,test,SMOTE,prec,0.39473684210526316
1905,model_logistic,train,SMOTE,prec,0.7887970615243343
1906,model_logistic,val,SMOTE,prec,0.3684210526315789
1907,model_logistic,test,SMOTE,prec,0.39473684210526316
1908,model_logistic,train,SMOTE,prec,0.7869767441860465
1909,model_logistic,val,SMOTE,prec,0.38095238095238093
1910,model_logistic,test,SMOTE,prec,0.39473684210526316
1911,model_logistic,train,SMOTE,prec,0.7896200185356812
1912,model_logistic,val,SMOTE,prec,0.375
1913,model_logistic,test,SMOTE,prec,0.39473684210526316
1914,model_logistic,train,SMOTE,prec,0.7878211227402474
1915,model_logistic,val,SMOTE,prec,0.3829787234042553
1916,model_logistic,test,SMOTE,prec,0.39473684210526316
1917,model_logistic,train,SMOTE,prec,0.7877664504170528
1918,model_logistic,val,SMOTE,prec,0.4411764705882353
1919,model_logistic,test,SMOTE,prec,0.39473684210526316
1920,model_LinearSVC,train,imbalanced,prec,0.4122340425531915
1921,model_LinearSVC,val,imbalanced,prec,0.4186046511627907
1922,model_LinearSVC,test,imbalanced,prec,0.42105263157894735
1923,model_LinearSVC,train,imbalanced,prec,0.3968668407310705
1924,model_LinearSVC,val,imbalanced,prec,0.36585365853658536
1925,model_LinearSVC,test,imbalanced,prec,0.42424242424242425
1926,model_LinearSVC,train,imbalanced,prec,0.4015748031496063
1927,model_LinearSVC,val,imbalanced,prec,0.3488372093023256
1928,model_LinearSVC,test,imbalanced,prec,0.3902439024390244
1929,model_LinearSVC,train,imbalanced,prec,0.3875
1930,model_LinearSVC,val,imbalanced,prec,0.3611111111111111
1931,model_LinearSVC,test,imbalanced,prec,0.3888888888888889
1932,model_LinearSVC,train,imbalanced,prec,0.39690721649484534
1933,model_LinearSVC,val,imbalanced,prec,0.40476190476190477
1934,model_LinearSVC,test,imbalanced,prec,0.41025641025641024
1935,model_LinearSVC,train,imbalanced,prec,0.40575916230366493
1936,model_LinearSVC,val,imbalanced,prec,0.3333333333333333
1937,model_LinearSVC,test,imbalanced,prec,0.36585365853658536
1938,model_LinearSVC,train,imbalanced,prec,0.4020618556701031
1939,model_LinearSVC,val,imbalanced,prec,0.38095238095238093
1940,model_LinearSVC,test,imbalanced,prec,0.3684210526315789
1941,model_LinearSVC,train,imbalanced,prec,0.41379310344827586
1942,model_LinearSVC,val,imbalanced,prec,0.3333333333333333
1943,model_LinearSVC,test,imbalanced,prec,0.38461538461538464
1944,model_LinearSVC,train,imbalanced,prec,0.3923076923076923
1945,model_LinearSVC,val,imbalanced,prec,0.3269230769230769
1946,model_LinearSVC,test,imbalanced,prec,0.38461538461538464
1947,model_LinearSVC,train,imbalanced,prec,0.3979591836734694
1948,model_LinearSVC,val,imbalanced,prec,0.38636363636363635
1949,model_LinearSVC,test,imbalanced,prec,0.40540540540540543
1950,model_LinearSVC,train,SMOTE,prec,0.7837582625118036
1951,model_LinearSVC,val,SMOTE,prec,0.43902439024390244
1952,model_LinearSVC,test,SMOTE,prec,0.4166666666666667
1953,model_LinearSVC,train,SMOTE,prec,0.7849666983824929
1954,model_LinearSVC,val,SMOTE,prec,0.38461538461538464
1955,model_LinearSVC,test,SMOTE,prec,0.4
1956,model_LinearSVC,train,SMOTE,prec,0.7868068833652008
1957,model_LinearSVC,val,SMOTE,prec,0.375
1958,model_LinearSVC,test,SMOTE,prec,0.40540540540540543
1959,model_LinearSVC,train,SMOTE,prec,0.7780925401322002
1960,model_LinearSVC,val,SMOTE,prec,0.42857142857142855
1961,model_LinearSVC,test,SMOTE,prec,0.3783783783783784
1962,model_LinearSVC,train,SMOTE,prec,0.7818696883852692
1963,model_LinearSVC,val,SMOTE,prec,0.4473684210526316
1964,model_LinearSVC,test,SMOTE,prec,0.4358974358974359
1965,model_LinearSVC,train,SMOTE,prec,0.8044315992292871
1966,model_LinearSVC,val,SMOTE,prec,0.42857142857142855
1967,model_LinearSVC,test,SMOTE,prec,0.38461538461538464
1968,model_LinearSVC,train,SMOTE,prec,0.7855126999059266
1969,model_LinearSVC,val,SMOTE,prec,0.38095238095238093
1970,model_LinearSVC,test,SMOTE,prec,0.42105263157894735
1971,model_LinearSVC,train,SMOTE,prec,0.8019047619047619
1972,model_LinearSVC,val,SMOTE,prec,0.44
1973,model_LinearSVC,test,SMOTE,prec,0.4
1974,model_LinearSVC,train,SMOTE,prec,0.7819905213270142
1975,model_LinearSVC,val,SMOTE,prec,0.37777777777777777
1976,model_LinearSVC,test,SMOTE,prec,0.42105263157894735
1977,model_LinearSVC,train,SMOTE,prec,0.7804651162790698
1978,model_LinearSVC,val,SMOTE,prec,0.45161290322580644
1979,model_LinearSVC,test,SMOTE,prec,0.3783783783783784
1980,model_SVC,train,imbalanced,prec,0.5206349206349207
1981,model_SVC,val,imbalanced,prec,0.3783783783783784
1982,model_SVC,test,imbalanced,prec,0.3939393939393939
1983,model_SVC,train,imbalanced,prec,0.5337620578778135
1984,model_SVC,val,imbalanced,prec,0.40540540540540543
1985,model_SVC,test,imbalanced,prec,0.41935483870967744
1986,model_SVC,train,imbalanced,prec,0.5251572327044025
1987,model_SVC,val,imbalanced,prec,0.45454545454545453
1988,model_SVC,test,imbalanced,prec,0.42424242424242425
1989,model_SVC,train,imbalanced,prec,0.5121951219512195
1990,model_SVC,val,imbalanced,prec,0.38235294117647056
1991,model_SVC,test,imbalanced,prec,0.3870967741935484
1992,model_SVC,train,imbalanced,prec,0.5305466237942122
1993,model_SVC,val,imbalanced,prec,0.4444444444444444
1994,model_SVC,test,imbalanced,prec,0.40625
1995,model_SVC,train,imbalanced,prec,0.5045317220543807
1996,model_SVC,val,imbalanced,prec,0.3939393939393939
1997,model_SVC,test,imbalanced,prec,0.3870967741935484
1998,model_SVC,train,imbalanced,prec,0.509375
1999,model_SVC,val,imbalanced,prec,0.4473684210526316
2000,model_SVC,test,imbalanced,prec,0.375
2001,model_SVC,train,imbalanced,prec,0.526984126984127
2002,model_SVC,val,imbalanced,prec,0.4117647058823529
2003,model_SVC,test,imbalanced,prec,0.43333333333333335
2004,model_SVC,train,imbalanced,prec,0.5233644859813084
2005,model_SVC,val,imbalanced,prec,0.3488372093023256
2006,model_SVC,test,imbalanced,prec,0.37142857142857144
2007,model_SVC,train,imbalanced,prec,0.5314465408805031
2008,model_SVC,val,imbalanced,prec,0.4
2009,model_SVC,test,imbalanced,prec,0.3870967741935484
2010,model_SVC,train,SMOTE,prec,1.0
2011,model_SVC,val,SMOTE,prec,0.0
2012,model_SVC,test,SMOTE,prec,0.0
2013,model_SVC,train,SMOTE,prec,0.999
2014,model_SVC,val,SMOTE,prec,0.5
2015,model_SVC,test,SMOTE,prec,0.0
2016,model_SVC,train,SMOTE,prec,0.998998998998999
2017,model_SVC,val,SMOTE,prec,1.0
2018,model_SVC,test,SMOTE,prec,0.0
2019,model_SVC,train,SMOTE,prec,0.999
2020,model_SVC,val,SMOTE,prec,0.0
2021,model_SVC,test,SMOTE,prec,0.0
2022,model_SVC,train,SMOTE,prec,1.0
2023,model_SVC,val,SMOTE,prec,1.0
2024,model_SVC,test,SMOTE,prec,0.0
2025,model_SVC,train,SMOTE,prec,0.999
2026,model_SVC,val,SMOTE,prec,1.0
2027,model_SVC,test,SMOTE,prec,0.0
2028,model_SVC,train,SMOTE,prec,0.998998998998999
2029,model_SVC,val,SMOTE,prec,0.0
2030,model_SVC,test,SMOTE,prec,0.0
2031,model_SVC,train,SMOTE,prec,1.0
2032,model_SVC,val,SMOTE,prec,0.0
2033,model_SVC,test,SMOTE,prec,0.0
2034,model_SVC,train,SMOTE,prec,1.0
2035,model_SVC,val,SMOTE,prec,0.6666666666666666
2036,model_SVC,test,SMOTE,prec,0.0
2037,model_SVC,train,SMOTE,prec,1.0
2038,model_SVC,val,SMOTE,prec,0.0
2039,model_SVC,test,SMOTE,prec,0.0
2040,model_RandomForest,train,imbalanced,prec,0.8205128205128205
2041,model_RandomForest,val,imbalanced,prec,0.4166666666666667
2042,model_RandomForest,test,imbalanced,prec,0.3076923076923077
2043,model_RandomForest,train,imbalanced,prec,0.8393782383419689
2044,model_RandomForest,val,imbalanced,prec,0.6875
2045,model_RandomForest,test,imbalanced,prec,0.375
2046,model_RandomForest,train,imbalanced,prec,0.8229166666666666
2047,model_RandomForest,val,imbalanced,prec,0.5263157894736842
2048,model_RandomForest,test,imbalanced,prec,0.35714285714285715
2049,model_RandomForest,train,imbalanced,prec,0.837696335078534
2050,model_RandomForest,val,imbalanced,prec,0.6923076923076923
2051,model_RandomForest,test,imbalanced,prec,0.38461538461538464
2052,model_RandomForest,train,imbalanced,prec,0.8469945355191257
2053,model_RandomForest,val,imbalanced,prec,0.6111111111111112
2054,model_RandomForest,test,imbalanced,prec,0.35714285714285715
2055,model_RandomForest,train,imbalanced,prec,0.837696335078534
2056,model_RandomForest,val,imbalanced,prec,0.5
2057,model_RandomForest,test,imbalanced,prec,0.35714285714285715
2058,model_RandomForest,train,imbalanced,prec,0.82
2059,model_RandomForest,val,imbalanced,prec,0.8
2060,model_RandomForest,test,imbalanced,prec,0.3076923076923077
2061,model_RandomForest,train,imbalanced,prec,0.8307692307692308
2062,model_RandomForest,val,imbalanced,prec,0.375
2063,model_RandomForest,test,imbalanced,prec,0.26666666666666666
2064,model_RandomForest,train,imbalanced,prec,0.8315789473684211
2065,model_RandomForest,val,imbalanced,prec,0.631578947368421
2066,model_RandomForest,test,imbalanced,prec,0.3333333333333333
2067,model_RandomForest,train,imbalanced,prec,0.8695652173913043
2068,model_RandomForest,val,imbalanced,prec,0.44
2069,model_RandomForest,test,imbalanced,prec,0.23076923076923078
2070,model_RandomForest,train,SMOTE,prec,1.0
2071,model_RandomForest,val,SMOTE,prec,0.5
2072,model_RandomForest,test,SMOTE,prec,1.0
2073,model_RandomForest,train,SMOTE,prec,1.0
2074,model_RandomForest,val,SMOTE,prec,0.8333333333333334
2075,model_RandomForest,test,SMOTE,prec,1.0
2076,model_RandomForest,train,SMOTE,prec,1.0
2077,model_RandomForest,val,SMOTE,prec,0.8
2078,model_RandomForest,test,SMOTE,prec,0.75
2079,model_RandomForest,train,SMOTE,prec,1.0
2080,model_RandomForest,val,SMOTE,prec,1.0
2081,model_RandomForest,test,SMOTE,prec,1.0
2082,model_RandomForest,train,SMOTE,prec,1.0
2083,model_RandomForest,val,SMOTE,prec,0.75
2084,model_RandomForest,test,SMOTE,prec,0.75
2085,model_RandomForest,train,SMOTE,prec,1.0
2086,model_RandomForest,val,SMOTE,prec,0.7142857142857143
2087,model_RandomForest,test,SMOTE,prec,1.0
2088,model_RandomForest,train,SMOTE,prec,1.0
2089,model_RandomForest,val,SMOTE,prec,0.8333333333333334
2090,model_RandomForest,test,SMOTE,prec,1.0
2091,model_RandomForest,train,SMOTE,prec,1.0
2092,model_RandomForest,val,SMOTE,prec,0.6
2093,model_RandomForest,test,SMOTE,prec,0.75
2094,model_RandomForest,train,SMOTE,prec,1.0
2095,model_RandomForest,val,SMOTE,prec,0.8
2096,model_RandomForest,test,SMOTE,prec,1.0
2097,model_RandomForest,train,SMOTE,prec,1.0
2098,model_RandomForest,val,SMOTE,prec,0.8
2099,model_RandomForest,test,SMOTE,prec,1.0
2100,NN_weighted,train,imbalanced,prec,0.13593256059009484
2101,NN_weighted,val,imbalanced,prec,0.5277777777777778
2102,NN_weighted,test,imbalanced,prec,0.3333333333333333
2103,NN_weighted,train,imbalanced,prec,0.16120906801007556
2104,NN_weighted,val,imbalanced,prec,0.48484848484848486
2105,NN_weighted,test,imbalanced,prec,0.40540540540540543
2106,NN_weighted,train,imbalanced,prec,0.2572463768115942
2107,NN_weighted,val,imbalanced,prec,0.4666666666666667
2108,NN_weighted,test,imbalanced,prec,0.46153846153846156
2109,NN_weighted,train,imbalanced,prec,0.0
2110,NN_weighted,val,imbalanced,prec,0.4666666666666667
2111,NN_weighted,test,imbalanced,prec,0.37037037037037035
2112,NN_weighted,train,imbalanced,prec,0.0
2113,NN_weighted,val,imbalanced,prec,0.5185185185185185
2114,NN_weighted,test,imbalanced,prec,0.34375
2115,NN_weighted,train,imbalanced,prec,0.16120906801007556
2116,NN_weighted,val,imbalanced,prec,0.5483870967741935
2117,NN_weighted,test,imbalanced,prec,0.375
2118,NN_weighted,train,imbalanced,prec,0.12092130518234165
2119,NN_weighted,val,imbalanced,prec,0.6153846153846154
2120,NN_weighted,test,imbalanced,prec,0.34375
2121,NN_weighted,train,imbalanced,prec,0.16044142614601017
2122,NN_weighted,val,imbalanced,prec,0.53125
2123,NN_weighted,test,imbalanced,prec,0.3235294117647059
2124,NN_weighted,train,imbalanced,prec,0.16120906801007556
2125,NN_weighted,val,imbalanced,prec,0.5
2126,NN_weighted,test,imbalanced,prec,0.35
2127,NN_weighted,train,imbalanced,prec,0.16269165247018738
2128,NN_weighted,val,imbalanced,prec,0.45161290322580644
2129,NN_weighted,test,imbalanced,prec,0.38461538461538464
2130,NN_weighted,train,SMOTE,prec,0.785329018338727
2131,NN_weighted,val,SMOTE,prec,0.4838709677419355
2132,NN_weighted,test,SMOTE,prec,0.3333333333333333
2133,NN_weighted,train,SMOTE,prec,0.8134715025906736
2134,NN_weighted,val,SMOTE,prec,0.38461538461538464
2135,NN_weighted,test,SMOTE,prec,0.4117647058823529
2136,NN_weighted,train,SMOTE,prec,0.4274193548387097
2137,NN_weighted,val,SMOTE,prec,0.3333333333333333
2138,NN_weighted,test,SMOTE,prec,0.18181818181818182
2139,NN_weighted,train,SMOTE,prec,0.8208154506437768
2140,NN_weighted,val,SMOTE,prec,0.4074074074074074
2141,NN_weighted,test,SMOTE,prec,0.36
2142,NN_weighted,train,SMOTE,prec,0.6844444444444444
2143,NN_weighted,val,SMOTE,prec,0.15384615384615385
2144,NN_weighted,test,SMOTE,prec,0.3157894736842105
2145,NN_weighted,train,SMOTE,prec,0.8193018480492813
2146,NN_weighted,val,SMOTE,prec,0.3611111111111111
2147,NN_weighted,test,SMOTE,prec,0.39473684210526316
2148,NN_weighted,train,SMOTE,prec,0.7076923076923077
2149,NN_weighted,val,SMOTE,prec,0.5
2150,NN_weighted,test,SMOTE,prec,0.25
2151,NN_weighted,train,SMOTE,prec,0.8246305418719212
2152,NN_weighted,val,SMOTE,prec,0.3333333333333333
2153,NN_weighted,test,SMOTE,prec,0.4
2154,NN_weighted,train,SMOTE,prec,0.7812911725955204
2155,NN_weighted,val,SMOTE,prec,0.35714285714285715
2156,NN_weighted,test,SMOTE,prec,0.3157894736842105
2157,NN_weighted,train,SMOTE,prec,0.8160377358490566
2158,NN_weighted,val,SMOTE,prec,0.42857142857142855
2159,NN_weighted,test,SMOTE,prec,0.42857142857142855
2160,model_XGB,train,imbalanced,recall,1.0
2161,model_XGB,val,imbalanced,recall,0.22727272727272727
2162,model_XGB,test,imbalanced,recall,0.16666666666666666
2163,model_XGB,train,imbalanced,recall,1.0
2164,model_XGB,val,imbalanced,recall,0.36363636363636365
2165,model_XGB,test,imbalanced,recall,0.125
2166,model_XGB,train,imbalanced,recall,1.0
2167,model_XGB,val,imbalanced,recall,0.36363636363636365
2168,model_XGB,test,imbalanced,recall,0.20833333333333334
2169,model_XGB,train,imbalanced,recall,1.0
2170,model_XGB,val,imbalanced,recall,0.3333333333333333
2171,model_XGB,test,imbalanced,recall,0.16666666666666666
2172,model_XGB,train,imbalanced,recall,1.0
2173,model_XGB,val,imbalanced,recall,0.2857142857142857
2174,model_XGB,test,imbalanced,recall,0.16666666666666666
2175,model_XGB,train,imbalanced,recall,1.0
2176,model_XGB,val,imbalanced,recall,0.2857142857142857
2177,model_XGB,test,imbalanced,recall,0.16666666666666666
2178,model_XGB,train,imbalanced,recall,1.0
2179,model_XGB,val,imbalanced,recall,0.3333333333333333
2180,model_XGB,test,imbalanced,recall,0.16666666666666666
2181,model_XGB,train,imbalanced,recall,1.0
2182,model_XGB,val,imbalanced,recall,0.14285714285714285
2183,model_XGB,test,imbalanced,recall,0.125
2184,model_XGB,train,imbalanced,recall,1.0
2185,model_XGB,val,imbalanced,recall,0.3333333333333333
2186,model_XGB,test,imbalanced,recall,0.16666666666666666
2187,model_XGB,train,imbalanced,recall,1.0
2188,model_XGB,val,imbalanced,recall,0.23809523809523808
2189,model_XGB,test,imbalanced,recall,0.16666666666666666
2190,model_XGB,train,SMOTE,recall,1.0
2191,model_XGB,val,SMOTE,recall,0.0
2192,model_XGB,test,SMOTE,recall,0.16666666666666666
2193,model_XGB,train,SMOTE,recall,1.0
2194,model_XGB,val,SMOTE,recall,0.0
2195,model_XGB,test,SMOTE,recall,0.25
2196,model_XGB,train,SMOTE,recall,0.998998998998999
2197,model_XGB,val,SMOTE,recall,0.0
2198,model_XGB,test,SMOTE,recall,0.25
2199,model_XGB,train,SMOTE,recall,1.0
2200,model_XGB,val,SMOTE,recall,0.0
2201,model_XGB,test,SMOTE,recall,0.08333333333333333
2202,model_XGB,train,SMOTE,recall,1.0
2203,model_XGB,val,SMOTE,recall,0.0
2204,model_XGB,test,SMOTE,recall,0.20833333333333334
2205,model_XGB,train,SMOTE,recall,1.0
2206,model_XGB,val,SMOTE,recall,0.0
2207,model_XGB,test,SMOTE,recall,0.16666666666666666
2208,model_XGB,train,SMOTE,recall,1.0
2209,model_XGB,val,SMOTE,recall,0.0
2210,model_XGB,test,SMOTE,recall,0.16666666666666666
2211,model_XGB,train,SMOTE,recall,1.0
2212,model_XGB,val,SMOTE,recall,0.0
2213,model_XGB,test,SMOTE,recall,0.20833333333333334
2214,model_XGB,train,SMOTE,recall,1.0
2215,model_XGB,val,SMOTE,recall,0.0
2216,model_XGB,test,SMOTE,recall,0.20833333333333334
2217,model_XGB,train,SMOTE,recall,1.0
2218,model_XGB,val,SMOTE,recall,0.0
2219,model_XGB,test,SMOTE,recall,0.08333333333333333
2220,model_logistic,train,imbalanced,recall,0.8272251308900523
2221,model_logistic,val,imbalanced,recall,0.8181818181818182
2222,model_logistic,test,imbalanced,recall,0.625
2223,model_logistic,train,imbalanced,recall,0.7958115183246073
2224,model_logistic,val,imbalanced,recall,0.7272727272727273
2225,model_logistic,test,imbalanced,recall,0.5833333333333334
2226,model_logistic,train,imbalanced,recall,0.8010471204188482
2227,model_logistic,val,imbalanced,recall,0.6818181818181818
2228,model_logistic,test,imbalanced,recall,0.5833333333333334
2229,model_logistic,train,imbalanced,recall,0.8072916666666666
2230,model_logistic,val,imbalanced,recall,0.5714285714285714
2231,model_logistic,test,imbalanced,recall,0.5833333333333334
2232,model_logistic,train,imbalanced,recall,0.796875
2233,model_logistic,val,imbalanced,recall,0.8095238095238095
2234,model_logistic,test,imbalanced,recall,0.7083333333333334
2235,model_logistic,train,imbalanced,recall,0.8020833333333334
2236,model_logistic,val,imbalanced,recall,0.6666666666666666
2237,model_logistic,test,imbalanced,recall,0.625
2238,model_logistic,train,imbalanced,recall,0.8072916666666666
2239,model_logistic,val,imbalanced,recall,0.7619047619047619
2240,model_logistic,test,imbalanced,recall,0.625
2241,model_logistic,train,imbalanced,recall,0.8229166666666666
2242,model_logistic,val,imbalanced,recall,0.5714285714285714
2243,model_logistic,test,imbalanced,recall,0.6666666666666666
2244,model_logistic,train,imbalanced,recall,0.796875
2245,model_logistic,val,imbalanced,recall,0.8095238095238095
2246,model_logistic,test,imbalanced,recall,0.625
2247,model_logistic,train,imbalanced,recall,0.8020833333333334
2248,model_logistic,val,imbalanced,recall,0.8095238095238095
2249,model_logistic,test,imbalanced,recall,0.625
2250,model_logistic,train,SMOTE,recall,0.8428428428428428
2251,model_logistic,val,SMOTE,recall,0.7727272727272727
2252,model_logistic,test,SMOTE,recall,0.625
2253,model_logistic,train,SMOTE,recall,0.8358358358358359
2254,model_logistic,val,SMOTE,recall,0.7727272727272727
2255,model_logistic,test,SMOTE,recall,0.625
2256,model_logistic,train,SMOTE,recall,0.8298298298298298
2257,model_logistic,val,SMOTE,recall,0.9090909090909091
2258,model_logistic,test,SMOTE,recall,0.625
2259,model_logistic,train,SMOTE,recall,0.8228228228228228
2260,model_logistic,val,SMOTE,recall,0.6666666666666666
2261,model_logistic,test,SMOTE,recall,0.625
2262,model_logistic,train,SMOTE,recall,0.8338338338338338
2263,model_logistic,val,SMOTE,recall,0.8095238095238095
2264,model_logistic,test,SMOTE,recall,0.625
2265,model_logistic,train,SMOTE,recall,0.8598598598598599
2266,model_logistic,val,SMOTE,recall,0.6666666666666666
2267,model_logistic,test,SMOTE,recall,0.625
2268,model_logistic,train,SMOTE,recall,0.8468468468468469
2269,model_logistic,val,SMOTE,recall,0.7619047619047619
2270,model_logistic,test,SMOTE,recall,0.625
2271,model_logistic,train,SMOTE,recall,0.8528528528528528
2272,model_logistic,val,SMOTE,recall,0.5714285714285714
2273,model_logistic,test,SMOTE,recall,0.625
2274,model_logistic,train,SMOTE,recall,0.8288288288288288
2275,model_logistic,val,SMOTE,recall,0.8571428571428571
2276,model_logistic,test,SMOTE,recall,0.625
2277,model_logistic,train,SMOTE,recall,0.8508508508508509
