,model,data,series,metrics,values
581,model_XGB,test,SMOTE,fn,19.0
582,model_XGB,train,SMOTE,fn,18.0
583,model_XGB,val,SMOTE,fn,40.0
584,model_XGB,test,SMOTE,fn,20.0
585,model_logistic,train,imbalanced,fn,34.0
586,model_logistic,val,imbalanced,fn,12.0
587,model_logistic,train,imbalanced,fn,34.0
588,model_logistic,val,imbalanced,fn,12.0
589,model_logistic,test,imbalanced,fn,11.0
590,model_logistic,train,imbalanced,fn,36.0
591,model_logistic,val,imbalanced,fn,14.0
592,model_logistic,test,imbalanced,fn,11.0
593,model_logistic,train,imbalanced,fn,37.0
594,model_logistic,val,imbalanced,fn,9.0
595,model_logistic,test,imbalanced,fn,9.0
596,model_logistic,train,imbalanced,fn,34.0
597,model_logistic,val,imbalanced,fn,14.0
598,model_logistic,test,imbalanced,fn,9.0
599,model_logistic,train,imbalanced,fn,35.0
600,model_logistic,val,imbalanced,fn,7.0
601,model_logistic,test,imbalanced,fn,9.0
602,model_logistic,train,SMOTE,fn,143.0
603,model_logistic,val,SMOTE,fn,9.0
604,model_logistic,test,SMOTE,fn,9.0
605,model_logistic,train,SMOTE,fn,155.0
606,model_logistic,val,SMOTE,fn,10.0
607,model_logistic,test,SMOTE,fn,9.0
608,model_logistic,train,SMOTE,fn,138.0
609,model_logistic,val,SMOTE,fn,10.0
610,model_logistic,test,SMOTE,fn,9.0
611,model_logistic,train,SMOTE,fn,146.0
612,model_logistic,val,SMOTE,fn,10.0
613,model_logistic,test,SMOTE,fn,9.0
614,model_logistic,train,SMOTE,fn,157.0
615,model_logistic,val,SMOTE,fn,7.0
616,model_logistic,test,SMOTE,fn,9.0
617,model_LinearSVC,train,imbalanced,fn,32.0
618,model_LinearSVC,val,imbalanced,fn,11.0
619,model_LinearSVC,test,imbalanced,fn,10.0
620,model_LinearSVC,train,imbalanced,fn,31.0
621,model_LinearSVC,val,imbalanced,fn,14.0
622,model_LinearSVC,test,imbalanced,fn,11.0
623,model_LinearSVC,train,imbalanced,fn,33.0
624,model_LinearSVC,val,imbalanced,fn,9.0
625,model_LinearSVC,test,imbalanced,fn,10.0
626,model_LinearSVC,train,imbalanced,fn,30.0
627,model_LinearSVC,val,imbalanced,fn,13.0
628,model_LinearSVC,test,imbalanced,fn,9.0
629,model_LinearSVC,train,imbalanced,fn,34.0
630,model_LinearSVC,val,imbalanced,fn,10.0
631,model_LinearSVC,test,imbalanced,fn,9.0
632,model_LinearSVC,train,SMOTE,fn,139.0
633,model_LinearSVC,val,SMOTE,fn,11.0
634,model_LinearSVC,test,SMOTE,fn,10.0
635,model_LinearSVC,train,SMOTE,fn,136.0
636,model_LinearSVC,val,SMOTE,fn,15.0
637,model_LinearSVC,test,SMOTE,fn,12.0
638,model_LinearSVC,train,SMOTE,fn,146.0
639,model_LinearSVC,val,SMOTE,fn,12.0
640,model_LinearSVC,test,SMOTE,fn,9.0
641,model_LinearSVC,train,SMOTE,fn,150.0
642,model_LinearSVC,val,SMOTE,fn,14.0
643,model_LinearSVC,test,SMOTE,fn,8.0
644,model_LinearSVC,train,SMOTE,fn,151.0
645,model_LinearSVC,val,SMOTE,fn,11.0
646,model_LinearSVC,test,SMOTE,fn,11.0
647,model_SVC,train,imbalanced,fn,43.0
648,model_SVC,val,imbalanced,fn,13.0
649,model_SVC,test,imbalanced,fn,8.0
650,model_SVC,train,imbalanced,fn,48.0
651,model_SVC,val,imbalanced,fn,12.0
652,model_SVC,test,imbalanced,fn,10.0
653,model_SVC,train,imbalanced,fn,56.0
654,model_SVC,val,imbalanced,fn,8.0
655,model_SVC,test,imbalanced,fn,9.0
656,model_SVC,train,imbalanced,fn,45.0
657,model_SVC,val,imbalanced,fn,12.0
658,model_SVC,test,imbalanced,fn,9.0
659,model_SVC,train,imbalanced,fn,48.0
660,model_SVC,val,imbalanced,fn,11.0
661,model_SVC,test,imbalanced,fn,10.0
662,model_SVC,train,SMOTE,fn,0.0
663,model_SVC,val,SMOTE,fn,42.0
664,model_SVC,test,SMOTE,fn,24.0
665,model_SVC,train,SMOTE,fn,0.0
666,model_SVC,val,SMOTE,fn,41.0
667,model_SVC,test,SMOTE,fn,24.0
668,model_SVC,train,SMOTE,fn,0.0
669,model_SVC,val,SMOTE,fn,39.0
670,model_SVC,test,SMOTE,fn,24.0
671,model_SVC,train,SMOTE,fn,0.0
672,model_SVC,val,SMOTE,fn,41.0
673,model_SVC,test,SMOTE,fn,24.0
674,model_SVC,train,SMOTE,fn,0.0
675,model_SVC,val,SMOTE,fn,40.0
676,model_SVC,test,SMOTE,fn,24.0
677,model_RandomForest,train,imbalanced,fn,28.0
678,model_RandomForest,val,imbalanced,fn,26.0
679,model_RandomForest,test,imbalanced,fn,20.0
680,model_RandomForest,train,imbalanced,fn,28.0
681,model_RandomForest,val,imbalanced,fn,24.0
682,model_RandomForest,test,imbalanced,fn,18.0
683,model_RandomForest,train,imbalanced,fn,32.0
684,model_RandomForest,val,imbalanced,fn,23.0
685,model_RandomForest,test,imbalanced,fn,21.0
686,model_RandomForest,train,imbalanced,fn,24.0
687,model_RandomForest,val,imbalanced,fn,26.0
688,model_RandomForest,test,imbalanced,fn,19.0
689,model_RandomForest,train,imbalanced,fn,30.0
690,model_RandomForest,val,imbalanced,fn,20.0
691,model_RandomForest,test,imbalanced,fn,21.0
692,model_RandomForest,train,SMOTE,fn,30.0
693,model_RandomForest,val,SMOTE,fn,31.0
694,model_RandomForest,test,SMOTE,fn,21.0
695,model_RandomForest,train,SMOTE,fn,28.0
696,model_RandomForest,val,SMOTE,fn,28.0
697,model_RandomForest,test,SMOTE,fn,21.0
698,model_RandomForest,train,SMOTE,fn,32.0
699,model_RandomForest,val,SMOTE,fn,30.0
700,model_RandomForest,test,SMOTE,fn,21.0
701,model_RandomForest,train,SMOTE,fn,33.0
702,model_RandomForest,val,SMOTE,fn,33.0
703,model_RandomForest,test,SMOTE,fn,22.0
704,model_RandomForest,train,SMOTE,fn,25.0
705,model_RandomForest,val,SMOTE,fn,31.0
706,model_RandomForest,test,SMOTE,fn,22.0
707,NN_weighted,train,imbalanced,fn,1.0
708,NN_weighted,val,imbalanced,fn,7.0
709,NN_weighted,test,imbalanced,fn,13.0
710,NN_weighted,train,imbalanced,fn,0.0
711,NN_weighted,val,imbalanced,fn,8.0
712,NN_weighted,test,imbalanced,fn,14.0
713,NN_weighted,train,imbalanced,fn,0.0
714,NN_weighted,val,imbalanced,fn,6.0
715,NN_weighted,test,imbalanced,fn,15.0
716,NN_weighted,train,imbalanced,fn,0.0
717,NN_weighted,val,imbalanced,fn,12.0
718,NN_weighted,test,imbalanced,fn,15.0
719,NN_weighted,train,imbalanced,fn,0.0
720,NN_weighted,val,imbalanced,fn,7.0
721,NN_weighted,test,imbalanced,fn,14.0
722,NN_weighted,train,imbalanced,fn,0.0
723,NN_weighted,val,imbalanced,fn,12.0
724,NN_weighted,test,imbalanced,fn,11.0
725,NN_weighted,train,SMOTE,fn,114.0
726,NN_weighted,val,SMOTE,fn,14.0
727,NN_weighted,test,SMOTE,fn,12.0
728,NN_weighted,train,SMOTE,fn,132.0
729,NN_weighted,val,SMOTE,fn,19.0
730,NN_weighted,test,SMOTE,fn,12.0
731,NN_weighted,train,SMOTE,fn,122.0
732,NN_weighted,val,SMOTE,fn,10.0
733,NN_weighted,test,SMOTE,fn,10.0
734,NN_weighted,train,SMOTE,fn,494.0
735,NN_weighted,val,SMOTE,fn,22.0
736,NN_weighted,test,SMOTE,fn,18.0
737,NN_weighted,train,SMOTE,fn,92.0
738,NN_weighted,val,SMOTE,fn,18.0
739,NN_weighted,test,SMOTE,fn,13.0
740,model_XGB,train,imbalanced,bal_acc,1.0
741,model_XGB,val,imbalanced,bal_acc,0.6654095956421537
742,model_XGB,test,imbalanced,bal_acc,0.6001016260162602
743,model_XGB,train,imbalanced,bal_acc,1.0
744,model_XGB,val,imbalanced,bal_acc,0.6492771841609051
745,model_XGB,test,imbalanced,bal_acc,0.6001016260162602
746,model_XGB,train,imbalanced,bal_acc,1.0
747,model_XGB,val,imbalanced,bal_acc,0.6399015294364132
748,model_XGB,test,imbalanced,bal_acc,0.6001016260162602
749,model_XGB,train,imbalanced,bal_acc,1.0
750,model_XGB,val,imbalanced,bal_acc,0.61003861003861
751,model_XGB,test,imbalanced,bal_acc,0.5752032520325203
752,model_XGB,train,imbalanced,bal_acc,1.0
753,model_XGB,val,imbalanced,bal_acc,0.6277348777348777
754,model_XGB,test,imbalanced,bal_acc,0.5838414634146342
755,model_XGB,train,SMOTE,bal_acc,0.9870495495495495
756,model_XGB,val,SMOTE,bal_acc,0.5116279069767442
757,model_XGB,test,SMOTE,bal_acc,0.6046747967479675
758,model_XGB,train,SMOTE,bal_acc,0.9870495495495495
759,model_XGB,val,SMOTE,bal_acc,0.5
760,model_XGB,test,SMOTE,bal_acc,0.6377032520325203
761,model_XGB,train,SMOTE,bal_acc,0.9842342342342343
762,model_XGB,val,SMOTE,bal_acc,0.5
763,model_XGB,test,SMOTE,bal_acc,0.5543699186991871
764,model_XGB,train,SMOTE,bal_acc,0.9876126126126126
765,model_XGB,val,SMOTE,bal_acc,0.5119047619047619
766,model_XGB,test,SMOTE,bal_acc,0.5960365853658537
767,model_XGB,train,SMOTE,bal_acc,0.9898648648648649
768,model_XGB,val,SMOTE,bal_acc,0.5238095238095238
769,model_XGB,test,SMOTE,bal_acc,0.5711382113821138
770,model_logistic,train,imbalanced,bal_acc,0.801463963963964
771,model_logistic,val,imbalanced,bal_acc,0.7501047559187094
772,model_logistic,train,imbalanced,bal_acc,0.801463963963964
773,model_logistic,val,imbalanced,bal_acc,0.7501047559187094
774,model_logistic,test,imbalanced,bal_acc,0.6895325203252032
775,model_logistic,train,imbalanced,bal_acc,0.7798158452570216
776,model_logistic,val,imbalanced,bal_acc,0.7381102032264824
777,model_logistic,test,imbalanced,bal_acc,0.6651422764227641
778,model_logistic,train,imbalanced,bal_acc,0.780816110227875
779,model_logistic,val,imbalanced,bal_acc,0.7827362245966897
780,model_logistic,test,imbalanced,bal_acc,0.7311991869918699
781,model_logistic,train,imbalanced,bal_acc,0.7924766872135294
782,model_logistic,val,imbalanced,bal_acc,0.7252252252252251
783,model_logistic,test,imbalanced,bal_acc,0.7108739837398375
784,model_logistic,train,imbalanced,bal_acc,0.7822328907855223
785,model_logistic,val,imbalanced,bal_acc,0.777027027027027
786,model_logistic,test,imbalanced,bal_acc,0.7190040650406504
787,model_logistic,train,SMOTE,bal_acc,0.7967342342342343
788,model_logistic,val,SMOTE,bal_acc,0.7849884768489419
789,model_logistic,test,SMOTE,bal_acc,0.7190040650406504
790,model_logistic,train,SMOTE,bal_acc,0.7911036036036037
791,model_logistic,val,SMOTE,bal_acc,0.77561282212445
792,model_logistic,test,SMOTE,bal_acc,0.7190040650406504
793,model_logistic,train,SMOTE,bal_acc,0.8012387387387387
794,model_logistic,val,SMOTE,bal_acc,0.77561282212445
795,model_logistic,test,SMOTE,bal_acc,0.7190040650406504
796,model_logistic,train,SMOTE,bal_acc,0.7978603603603603
797,model_logistic,val,SMOTE,bal_acc,0.7638352638352638
798,model_logistic,test,SMOTE,bal_acc,0.7190040650406504
799,model_logistic,train,SMOTE,bal_acc,0.7961711711711712
800,model_logistic,val,SMOTE,bal_acc,0.7792792792792793
801,model_logistic,test,SMOTE,bal_acc,0.7190040650406504
802,model_LinearSVC,train,imbalanced,bal_acc,0.8017156862745098
803,model_LinearSVC,val,imbalanced,bal_acc,0.7549759061386968
804,model_LinearSVC,test,imbalanced,bal_acc,0.7063008130081301
805,model_LinearSVC,train,imbalanced,bal_acc,0.7922694753577106
806,model_LinearSVC,val,imbalanced,bal_acc,0.7313534464697256
807,model_LinearSVC,test,imbalanced,bal_acc,0.6651422764227641
808,model_LinearSVC,train,imbalanced,bal_acc,0.7875132485426604
809,model_LinearSVC,val,imbalanced,bal_acc,0.7669704588309239
810,model_LinearSVC,test,imbalanced,bal_acc,0.6981707317073171
811,model_LinearSVC,train,imbalanced,bal_acc,0.805861782835467
812,model_LinearSVC,val,imbalanced,bal_acc,0.7371299871299871
813,model_LinearSVC,test,imbalanced,bal_acc,0.7190040650406504
814,model_LinearSVC,train,imbalanced,bal_acc,0.7795262367630789
815,model_LinearSVC,val,imbalanced,bal_acc,0.7458172458172458
816,model_LinearSVC,test,imbalanced,bal_acc,0.7027439024390244
817,model_LinearSVC,train,SMOTE,bal_acc,0.8192567567567568
818,model_LinearSVC,val,SMOTE,bal_acc,0.7527236538864446
819,model_LinearSVC,test,SMOTE,bal_acc,0.7103658536585367
820,model_LinearSVC,train,SMOTE,bal_acc,0.8153153153153153
821,model_LinearSVC,val,SMOTE,bal_acc,0.7377435575109994
822,model_LinearSVC,test,SMOTE,bal_acc,0.6646341463414633
823,model_LinearSVC,train,SMOTE,bal_acc,0.8125
824,model_LinearSVC,val,SMOTE,bal_acc,0.7591137649277184
825,model_LinearSVC,test,SMOTE,bal_acc,0.7311991869918699
826,model_LinearSVC,train,SMOTE,bal_acc,0.8175675675675675
827,model_LinearSVC,val,SMOTE,bal_acc,0.7387387387387387
828,model_LinearSVC,test,SMOTE,bal_acc,0.7276422764227641
829,model_LinearSVC,train,SMOTE,bal_acc,0.8012387387387387
830,model_LinearSVC,val,SMOTE,bal_acc,0.7496782496782497
831,model_LinearSVC,test,SMOTE,bal_acc,0.6773373983739837
832,model_SVC,train,imbalanced,bal_acc,0.7519077901430843
833,model_SVC,val,imbalanced,bal_acc,0.745233605698722
834,model_SVC,test,imbalanced,bal_acc,0.7235772357723578
835,model_SVC,train,imbalanced,bal_acc,0.7473370429252781
836,model_SVC,val,imbalanced,bal_acc,0.7523570081709616
837,model_SVC,test,imbalanced,bal_acc,0.681910569105691
838,model_SVC,train,imbalanced,bal_acc,0.7063526762056174
839,model_SVC,val,imbalanced,bal_acc,0.7966163838256861
840,model_SVC,test,imbalanced,bal_acc,0.6986788617886179
841,model_SVC,train,imbalanced,bal_acc,0.7501778093883357
842,model_SVC,val,imbalanced,bal_acc,0.7377734877734878
843,model_SVC,test,imbalanced,bal_acc,0.6986788617886179
844,model_SVC,train,imbalanced,bal_acc,0.7442211948790896
845,model_SVC,val,imbalanced,bal_acc,0.7429214929214929
846,model_SVC,test,imbalanced,bal_acc,0.6859756097560976
847,model_SVC,train,SMOTE,bal_acc,1.0
848,model_SVC,val,SMOTE,bal_acc,0.509375654724492
849,model_SVC,test,SMOTE,bal_acc,0.4959349593495935
850,model_SVC,train,SMOTE,bal_acc,1.0
851,model_SVC,val,SMOTE,bal_acc,0.5187513094489838
852,model_SVC,test,SMOTE,bal_acc,0.5
853,model_SVC,train,SMOTE,bal_acc,1.0
854,model_SVC,val,SMOTE,bal_acc,0.5465116279069767
855,model_SVC,test,SMOTE,bal_acc,0.5
856,model_SVC,train,SMOTE,bal_acc,1.0
857,model_SVC,val,SMOTE,bal_acc,0.5096525096525096
858,model_SVC,test,SMOTE,bal_acc,0.4959349593495935
859,model_SVC,train,SMOTE,bal_acc,1.0
860,model_SVC,val,SMOTE,bal_acc,0.5215572715572716
861,model_SVC,test,SMOTE,bal_acc,0.4959349593495935
862,model_RandomForest,train,imbalanced,bal_acc,0.9001921038685745
863,model_RandomForest,val,imbalanced,bal_acc,0.6683951393253719
864,model_RandomForest,test,imbalanced,bal_acc,0.5467479674796748
865,model_RandomForest,train,imbalanced,bal_acc,0.9018812930577637
866,model_RandomForest,val,imbalanced,bal_acc,0.6961554577833647
867,model_RandomForest,test,imbalanced,bal_acc,0.584349593495935
868,model_RandomForest,train,imbalanced,bal_acc,0.8929319024907261
869,model_RandomForest,val,imbalanced,bal_acc,0.6987743557510999
870,model_RandomForest,test,imbalanced,bal_acc,0.5340447154471545
871,model_RandomForest,train,imbalanced,bal_acc,0.9140587956377431
872,model_RandomForest,val,imbalanced,bal_acc,0.6611969111969112
873,model_RandomForest,test,imbalanced,bal_acc,0.5594512195121951
874,model_RandomForest,train,imbalanced,bal_acc,0.8993302513039355
875,model_RandomForest,val,imbalanced,bal_acc,0.7213642213642214
876,model_RandomForest,test,imbalanced,bal_acc,0.521849593495935
877,model_RandomForest,train,SMOTE,bal_acc,0.982545045045045
878,model_RandomForest,val,SMOTE,bal_acc,0.6260213702074168
879,model_RandomForest,test,SMOTE,bal_acc,0.5543699186991871
880,model_RandomForest,train,SMOTE,bal_acc,0.9842342342342343
881,model_RandomForest,val,SMOTE,bal_acc,0.6609050911376493
882,model_RandomForest,test,SMOTE,bal_acc,0.5584349593495934
883,model_RandomForest,train,SMOTE,bal_acc,0.9819819819819819
884,model_RandomForest,val,SMOTE,bal_acc,0.6466582861931699
885,model_RandomForest,test,SMOTE,bal_acc,0.5584349593495934
886,model_RandomForest,train,SMOTE,bal_acc,0.9802927927927928
887,model_RandomForest,val,SMOTE,bal_acc,0.5981338481338481
888,model_RandomForest,test,SMOTE,bal_acc,0.5335365853658537
889,model_RandomForest,train,SMOTE,bal_acc,0.9859234234234234
890,model_RandomForest,val,SMOTE,bal_acc,0.6241956241956242
891,model_RandomForest,test,SMOTE,bal_acc,0.5254065040650406
892,NN_weighted,train,imbalanced,bal_acc,0.4976390864548759
893,NN_weighted,val,imbalanced,bal_acc,0.8378378378378378
894,NN_weighted,test,imbalanced,bal_acc,0.6600609756097561
895,NN_weighted,train,imbalanced,bal_acc,0.5
896,NN_weighted,val,imbalanced,bal_acc,0.8191763191763192
897,NN_weighted,test,imbalanced,bal_acc,0.6473577235772358
898,NN_weighted,train,imbalanced,bal_acc,0.5
899,NN_weighted,val,imbalanced,bal_acc,0.8632561132561132
900,NN_weighted,test,imbalanced,bal_acc,0.6061991869918699
901,NN_weighted,train,imbalanced,bal_acc,0.5
902,NN_weighted,val,imbalanced,bal_acc,0.8120978120978122
903,NN_weighted,test,imbalanced,bal_acc,0.6427845528455285
904,NN_weighted,train,imbalanced,bal_acc,0.5
905,NN_weighted,val,imbalanced,bal_acc,0.8490990990990992
906,NN_weighted,test,imbalanced,bal_acc,0.6473577235772358
907,NN_weighted,train,imbalanced,bal_acc,0.5
908,NN_weighted,val,imbalanced,bal_acc,0.7940797940797941
909,NN_weighted,test,imbalanced,bal_acc,0.7098577235772358
910,NN_weighted,train,SMOTE,bal_acc,0.8586711711711712
911,NN_weighted,val,SMOTE,bal_acc,0.762884978001257
912,NN_weighted,test,SMOTE,bal_acc,0.6727642276422765
913,NN_weighted,train,SMOTE,bal_acc,0.8412162162162162
914,NN_weighted,val,SMOTE,bal_acc,0.6934841818562749
915,NN_weighted,test,SMOTE,bal_acc,0.6890243902439024
916,NN_weighted,train,SMOTE,bal_acc,0.8462837837837838
917,NN_weighted,val,SMOTE,bal_acc,0.7958830923947203
918,NN_weighted,test,SMOTE,bal_acc,0.7225609756097562
919,NN_weighted,train,SMOTE,bal_acc,0.7004504504504505
920,NN_weighted,val,SMOTE,bal_acc,0.7043114543114544
921,NN_weighted,test,SMOTE,bal_acc,0.600609756097561
922,NN_weighted,train,SMOTE,bal_acc,0.8738738738738738
923,NN_weighted,val,SMOTE,bal_acc,0.7091377091377091
924,NN_weighted,test,SMOTE,bal_acc,0.6600609756097561
925,model_XGB,train,imbalanced,prec,1.0
926,model_XGB,val,imbalanced,prec,0.7894736842105263
927,model_XGB,test,imbalanced,prec,0.8333333333333334
928,model_XGB,train,imbalanced,prec,1.0
929,model_XGB,val,imbalanced,prec,0.7
930,model_XGB,test,imbalanced,prec,0.8333333333333334
931,model_XGB,train,imbalanced,prec,1.0
932,model_XGB,val,imbalanced,prec,0.7222222222222222
933,model_XGB,test,imbalanced,prec,0.8333333333333334
934,model_XGB,train,imbalanced,prec,1.0
935,model_XGB,val,imbalanced,prec,0.7142857142857143
936,model_XGB,test,imbalanced,prec,0.6666666666666666
937,model_XGB,train,imbalanced,prec,1.0
938,model_XGB,val,imbalanced,prec,0.52
939,model_XGB,test,imbalanced,prec,0.5
940,model_XGB,train,SMOTE,prec,0.9988465974625144
941,model_XGB,val,SMOTE,prec,1.0
942,model_XGB,test,SMOTE,prec,0.5454545454545454
943,model_XGB,train,SMOTE,prec,0.9988465974625144
944,model_XGB,val,SMOTE,prec,0.0
945,model_XGB,test,SMOTE,prec,0.7777777777777778
946,model_XGB,train,SMOTE,prec,0.9988399071925754
947,model_XGB,val,SMOTE,prec,0.0
948,model_XGB,test,SMOTE,prec,0.6
949,model_XGB,train,SMOTE,prec,0.9988479262672811
950,model_XGB,val,SMOTE,prec,1.0
951,model_XGB,test,SMOTE,prec,0.7142857142857143
952,model_XGB,train,SMOTE,prec,1.0
953,model_XGB,val,SMOTE,prec,1.0
954,model_XGB,test,SMOTE,prec,0.5714285714285714
955,model_logistic,train,imbalanced,prec,0.43729903536977494
956,model_logistic,val,imbalanced,prec,0.3875
957,model_logistic,train,imbalanced,prec,0.43729903536977494
958,model_logistic,val,imbalanced,prec,0.3875
959,model_logistic,test,imbalanced,prec,0.3939393939393939
960,model_logistic,train,imbalanced,prec,0.39762611275964393
961,model_logistic,val,imbalanced,prec,0.3972602739726027
962,model_logistic,test,imbalanced,prec,0.3333333333333333
963,model_logistic,train,imbalanced,prec,0.40425531914893614
964,model_logistic,val,imbalanced,prec,0.40476190476190477
965,model_logistic,test,imbalanced,prec,0.42857142857142855
966,model_logistic,train,imbalanced,prec,0.41641337386018235
967,model_logistic,val,imbalanced,prec,0.3684210526315789
968,model_logistic,test,imbalanced,prec,0.375
969,model_logistic,train,imbalanced,prec,0.39882697947214074
970,model_logistic,val,imbalanced,prec,0.36082474226804123
971,model_logistic,test,imbalanced,prec,0.39473684210526316
972,model_logistic,train,SMOTE,prec,0.7736240913811008
973,model_logistic,val,SMOTE,prec,0.40963855421686746
974,model_logistic,test,SMOTE,prec,0.39473684210526316
975,model_logistic,train,SMOTE,prec,0.7723919915700738
976,model_logistic,val,SMOTE,prec,0.4074074074074074
977,model_logistic,test,SMOTE,prec,0.39473684210526316
978,model_logistic,train,SMOTE,prec,0.7772020725388601
979,model_logistic,val,SMOTE,prec,0.4074074074074074
980,model_logistic,test,SMOTE,prec,0.39473684210526316
981,model_logistic,train,SMOTE,prec,0.7769633507853403
982,model_logistic,val,SMOTE,prec,0.38095238095238093
983,model_logistic,test,SMOTE,prec,0.39473684210526316
984,model_logistic,train,SMOTE,prec,0.780982905982906
985,model_logistic,val,SMOTE,prec,0.3645833333333333
986,model_logistic,test,SMOTE,prec,0.39473684210526316
987,model_LinearSVC,train,imbalanced,prec,0.42724458204334365
988,model_LinearSVC,val,imbalanced,prec,0.38095238095238093
989,model_LinearSVC,test,imbalanced,prec,0.4
990,model_LinearSVC,train,imbalanced,prec,0.40173410404624277
991,model_LinearSVC,val,imbalanced,prec,0.3815789473684211
992,model_LinearSVC,test,imbalanced,prec,0.3333333333333333
993,model_LinearSVC,train,imbalanced,prec,0.40058479532163743
994,model_LinearSVC,val,imbalanced,prec,0.37362637362637363
995,model_LinearSVC,test,imbalanced,prec,0.3783783783783784
996,model_LinearSVC,train,imbalanced,prec,0.42727272727272725
997,model_LinearSVC,val,imbalanced,prec,0.37662337662337664
998,model_LinearSVC,test,imbalanced,prec,0.39473684210526316
999,model_LinearSVC,train,imbalanced,prec,0.38920454545454547
1000,model_LinearSVC,val,imbalanced,prec,0.34782608695652173
1001,model_LinearSVC,test,imbalanced,prec,0.35714285714285715
1002,model_LinearSVC,train,SMOTE,prec,0.8045112781954887
1003,model_LinearSVC,val,SMOTE,prec,0.3764705882352941
1004,model_LinearSVC,test,SMOTE,prec,0.4117647058823529
1005,model_LinearSVC,train,SMOTE,prec,0.7966101694915254
1006,model_LinearSVC,val,SMOTE,prec,0.417910447761194
1007,model_LinearSVC,test,SMOTE,prec,0.36363636363636365
1008,model_LinearSVC,train,SMOTE,prec,0.798708288482239
1009,model_LinearSVC,val,SMOTE,prec,0.40789473684210525
1010,model_LinearSVC,test,SMOTE,prec,0.42857142857142855
1011,model_LinearSVC,train,SMOTE,prec,0.8092105263157895
1012,model_LinearSVC,val,SMOTE,prec,0.4
1013,model_LinearSVC,test,SMOTE,prec,0.38095238095238093
1014,model_LinearSVC,train,SMOTE,prec,0.784877529286475
1015,model_LinearSVC,val,SMOTE,prec,0.36904761904761907
1016,model_LinearSVC,test,SMOTE,prec,0.3611111111111111
1017,model_SVC,train,imbalanced,prec,0.37026239067055394
1018,model_SVC,val,imbalanced,prec,0.39473684210526316
1019,model_SVC,test,imbalanced,prec,0.37209302325581395
1020,model_SVC,train,imbalanced,prec,0.38125
1021,model_SVC,val,imbalanced,prec,0.3924050632911392
1022,model_SVC,test,imbalanced,prec,0.34146341463414637
1023,model_SVC,train,imbalanced,prec,0.3323615160349854
1024,model_SVC,val,imbalanced,prec,0.4166666666666667
1025,model_SVC,test,imbalanced,prec,0.3488372093023256
1026,model_SVC,train,imbalanced,prec,0.375
1027,model_SVC,val,imbalanced,prec,0.3614457831325301
1028,model_SVC,test,imbalanced,prec,0.3488372093023256
1029,model_SVC,train,imbalanced,prec,0.375
1030,model_SVC,val,imbalanced,prec,0.3563218390804598
1031,model_SVC,test,imbalanced,prec,0.35
1032,model_SVC,train,SMOTE,prec,1.0
1033,model_SVC,val,SMOTE,prec,0.5
1034,model_SVC,test,SMOTE,prec,0.0
1035,model_SVC,train,SMOTE,prec,1.0
1036,model_SVC,val,SMOTE,prec,0.5
1037,model_SVC,test,SMOTE,prec,0.0
1038,model_SVC,train,SMOTE,prec,1.0
1039,model_SVC,val,SMOTE,prec,1.0
1040,model_SVC,test,SMOTE,prec,0.0
1041,model_SVC,train,SMOTE,prec,1.0
1042,model_SVC,val,SMOTE,prec,0.5
1043,model_SVC,test,SMOTE,prec,0.0
1044,model_SVC,train,SMOTE,prec,1.0
1045,model_SVC,val,SMOTE,prec,0.6666666666666666
1046,model_SVC,test,SMOTE,prec,0.0
1047,model_RandomForest,train,imbalanced,prec,0.8208092485549133
1048,model_RandomForest,val,imbalanced,prec,0.5666666666666667
1049,model_RandomForest,test,imbalanced,prec,0.3076923076923077
1050,model_RandomForest,train,imbalanced,prec,0.8352941176470589
1051,model_RandomForest,val,imbalanced,prec,0.6333333333333333
1052,model_RandomForest,test,imbalanced,prec,0.375
1053,model_RandomForest,train,imbalanced,prec,0.8571428571428571
1054,model_RandomForest,val,imbalanced,prec,0.5714285714285714
1055,model_RandomForest,test,imbalanced,prec,0.3
1056,model_RandomForest,train,imbalanced,prec,0.84
1057,model_RandomForest,val,imbalanced,prec,0.5517241379310345
1058,model_RandomForest,test,imbalanced,prec,0.3125
1059,model_RandomForest,train,imbalanced,prec,0.8597560975609756
1060,model_RandomForest,val,imbalanced,prec,0.55
1061,model_RandomForest,test,imbalanced,prec,0.23076923076923078
1062,model_RandomForest,train,SMOTE,prec,0.9988358556461001
1063,model_RandomForest,val,SMOTE,prec,0.6666666666666666
1064,model_RandomForest,test,SMOTE,prec,0.6
1065,model_RandomForest,train,SMOTE,prec,1.0
1066,model_RandomForest,val,SMOTE,prec,0.7142857142857143
1067,model_RandomForest,test,SMOTE,prec,0.75
1068,model_RandomForest,train,SMOTE,prec,1.0
1069,model_RandomForest,val,SMOTE,prec,0.8666666666666667
1070,model_RandomForest,test,SMOTE,prec,0.75
1071,model_RandomForest,train,SMOTE,prec,0.9976662777129521
1072,model_RandomForest,val,SMOTE,prec,0.6923076923076923
1073,model_RandomForest,test,SMOTE,prec,0.5
1074,model_RandomForest,train,SMOTE,prec,1.0
1075,model_RandomForest,val,SMOTE,prec,0.7857142857142857
1076,model_RandomForest,test,SMOTE,prec,0.3333333333333333
1077,NN_weighted,train,imbalanced,prec,0.1608325449385052
1078,NN_weighted,val,imbalanced,prec,0.5
1079,NN_weighted,test,imbalanced,prec,0.39285714285714285
